86.688,1991,3111,-3.5870000000000033,-0.039734145666020515
92.433,1991,3112,-0.3669999999999902,-0.003954741379310289
77.534,1991,3116,-2.0060000000000002,-0.02522001508674876
87.744,1991,3121,-0.08899999999999864,-0.0010132865779376443
74.258,1991,3132,-0.23199999999999932,-0.003114512015035542
93.695,1991,3133,-0.08100000000000307,-0.0008637604504351248
94.042,1991,3141,-0.5600000000000023,-0.005919536584850227
92.947,1991,3211,-0.5240000000000009,-0.005606016839447503
82.096,1991,3221,-1.7809999999999917,-0.02123347282330068
91.104,1991,3241,1.9320000000000022,0.021665993809716122
90.275,1991,3251,-5.444999999999993,-0.056884663602172925
76.658,1991,3253,-2.673000000000002,-0.03369426831881617
131.317,1991,3254,0.5980000000000132,0.004574698398855714
99.650,1991,3255,-3.0559999999999974,-0.02975483418690239
94.189,1991,3273,-2.6230000000000047,-0.02709374870883785
97.007,1991,3274,-5.275999999999996,-0.05158237439261648
93.189,1991,3313,2.0619999999999976,0.02262776125626864
106.600,1991,3333,-2.135000000000005,-0.0196348921690348
83.338,1991,3334,-0.9420000000000073,-0.011177028951115386
97.260,1991,3336,-1.3979999999999961,-0.014170163595450869
85.458,1991,3339,-2.114999999999995,-0.02415127950395668
90.339,1991,3345,1.1340000000000003,0.012712291911888274
83.225,1991,3351,-0.9500000000000028,-0.011286011286011366
65.054,1991,3352,-0.48099999999999454,-0.007339589532310842
85.794,1991,3353,-2.923000000000002,-0.03294746215494215
88.520,1991,3361,0.6799999999999926,0.0077413479052821366
88.975,1991,3362,-3.4010000000000105,-0.03681692214428001
72.308,1991,3363,-1.8539999999999992,-0.024999325800275085
101.103,1991,3366,-5.196000000000012,-0.04888098665086227
85.011,1991,3391,0.9539999999999935,0.011349441450444253
85.107,1992,3111,-1.581000000000003,-0.018237818383167292
92.041,1992,3112,-0.3920000000000101,-0.0042409096318415385
79.149,1992,3116,1.6149999999999949,0.020829571542807068
87.916,1992,3121,0.17199999999999704,0.001960247994164721
74.917,1992,3132,0.659000000000006,0.008874464704139662
92.997,1992,3133,-0.6979999999999933,-0.007449703826244658
98.133,1992,3141,4.090999999999994,0.04350183960358134
93.705,1992,3211,0.7579999999999956,0.008155185213078342
84.491,1992,3221,2.394999999999996,0.029173163126096302
93.885,1992,3241,2.781000000000006,0.030525553213909484
87.998,1992,3251,-2.277000000000001,-0.025222929936305705
78.973,1992,3253,2.3149999999999977,0.030199065981371787
121.727,1992,3254,-9.590000000000003,-0.0730293869034474
99.985,1992,3255,0.33499999999999375,0.0033617661816356392
95.971,1992,3273,1.7820000000000107,0.018919406724776877
99.783,1992,3274,2.7759999999999962,0.028616491593390192
98.173,1992,3313,4.984000000000009,0.053482707186470524
109.283,1992,3333,2.683000000000007,0.025168855534709156
86.160,1992,3334,2.8220000000000027,0.03386210372219156
94.582,1992,3336,-2.6780000000000115,-0.027534443758996607
85.422,1992,3339,-0.036000000000001364,-0.0004212595661026164
90.173,1992,3345,-0.16599999999999682,-0.0018375231074064802
85.612,1992,3351,2.3870000000000005,0.028681285671372736
