 ,Year,Period,Label,Value
3122,2011,A01,2011 Annual,86.461
3122,2012,A01,2012 Annual,84.182
3122,2013,A01,2013 Annual,81.797
3122,2014,A01,2014 Annual,73.870
3119,1990,A01,1990 Annual,87.437
3119,1991,A01,1991 Annual,84.958
3119,1992,A01,1992 Annual,88.294
3119,1993,A01,1993 Annual,93.647
3119,1994,A01,1994 Annual,91.043
3119,1995,A01,1995 Annual,91.979
3119,1996,A01,1996 Annual,94.078
3119,1997,A01,1997 Annual,87.647
3119,1998,A01,1998 Annual,89.053
3119,1999,A01,1999 Annual,87.346
3119,2000,A01,2000 Annual,89.272
3119,2001,A01,2001 Annual,88.834
3119,2002,A01,2002 Annual,92.731
3119,2003,A01,2003 Annual,96.918
3119,2004,A01,2004 Annual,98.138
3119,2005,A01,2005 Annual,96.856
3119,2006,A01,2006 Annual,98.650
3119,2007,A01,2007 Annual,100.000
3119,2008,A01,2008 Annual,100.161
3119,2009,A01,2009 Annual,96.272
3119,2010,A01,2010 Annual,95.926
3119,2011,A01,2011 Annual,98.868
3119,2012,A01,2012 Annual,92.737
3119,2013,A01,2013 Annual,93.527
3119,2014,A01,2014 Annual,95.440
3212,1990,A01,1990 Annual,100.907
3212,1991,A01,1991 Annual,101.607
3212,1992,A01,1992 Annual,108.745
3212,1993,A01,1993 Annual,104.358
3212,1994,A01,1994 Annual,100.744
3212,1995,A01,1995 Annual,97.549
3212,1996,A01,1996 Annual,96.368
3212,1997,A01,1997 Annual,97.619
3212,1998,A01,1998 Annual,98.716
3212,1999,A01,1999 Annual,95.225
3212,2000,A01,2000 Annual,96.513
3212,2001,A01,2001 Annual,96.326
3212,2002,A01,2002 Annual,100.245
3212,2003,A01,2003 Annual,98.296
3212,2004,A01,2004 Annual,95.992
3212,2005,A01,2005 Annual,96.003
3212,2006,A01,2006 Annual,99.176
3212,2007,A01,2007 Annual,100.000
3212,2008,A01,2008 Annual,101.330
3212,2009,A01,2009 Annual,97.759
3212,2010,A01,2010 Annual,100.643
3212,2011,A01,2011 Annual,103.897
3212,2012,A01,2012 Annual,102.156
3212,2013,A01,2013 Annual,101.672
3212,2014,A01,2014 Annual,100.157
3325,1990,A01,1990 Annual,101.958
3325,1991,A01,1991 Annual,97.810
3325,1992,A01,1992 Annual,101.902
3325,1993,A01,1993 Annual,102.753
3325,1994,A01,1994 Annual,106.132
3325,1995,A01,1995 Annual,105.827
3325,1996,A01,1996 Annual,107.644
3325,1997,A01,1997 Annual,106.567
3325,1998,A01,1998 Annual,103.505
3325,1999,A01,1999 Annual,105.670
3325,2000,A01,2000 Annual,105.373
3325,2001,A01,2001 Annual,99.040
3325,2002,A01,2002 Annual,100.303
3325,2003,A01,2003 Annual,102.625
3325,2004,A01,2004 Annual,101.628
3325,2005,A01,2005 Annual,102.976
3325,2006,A01,2006 Annual,108.610
3325,2007,A01,2007 Annual,100.000
3325,2008,A01,2008 Annual,96.799
3325,2009,A01,2009 Annual,81.898
3325,2010,A01,2010 Annual,87.314
3325,2011,A01,2011 Annual,86.777
3325,2012,A01,2012 Annual,88.705
3325,2013,A01,2013 Annual,88.764
3325,2014,A01,2014 Annual,87.438
3117,1990,A01,1990 Annual,81.932
3117,1991,A01,1991 Annual,80.287
3117,1992,A01,1992 Annual,81.668
3117,1993,A01,1993 Annual,87.254
3117,1994,A01,1994 Annual,85.725
3117,1995,A01,1995 Annual,81.048
3117,1996,A01,1996 Annual,86.425
3117,1997,A01,1997 Annual,82.025
3117,1998,A01,1998 Annual,85.692
3117,1999,A01,1999 Annual,80.776
3117,2000,A01,2000 Annual,84.446
3117,2001,A01,2001 Annual,89.857
3117,2002,A01,2002 Annual,88.821
3117,2003,A01,2003 Annual,92.167
3117,2004,A01,2004 Annual,96.003
3117,2005,A01,2005 Annual,96.051
3117,2006,A01,2006 Annual,100.341
3117,2007,A01,2007 Annual,100.000
3117,2008,A01,2008 Annual,86.488
3117,2009,A01,2009 Annual,85.833
3117,2010,A01,2010 Annual,80.826
3117,2011,A01,2011 Annual,81.506
3117,2012,A01,2012 Annual,81.229
3117,2013,A01,2013 Annual,89.307
3117,2014,A01,2014 Annual,95.460
3162,1990,A01,1990 Annual,108.464
3162,1991,A01,1991 Annual,105.805
3162,1992,A01,1992 Annual,111.001
3162,1993,A01,1993 Annual,108.594
3162,1994,A01,1994 Annual,112.487
3162,1995,A01,1995 Annual,108.064
3162,1996,A01,1996 Annual,107.974
3162,1997,A01,1997 Annual,110.916
3162,1998,A01,1998 Annual,101.310
3162,1999,A01,1999 Annual,105.811
3162,2000,A01,2000 Annual,102.476
3162,2001,A01,2001 Annual,104.099
3162,2002,A01,2002 Annual,92.912
3162,2003,A01,2003 Annual,105.795
3162,2004,A01,2004 Annual,107.121
3162,2005,A01,2005 Annual,107.165
3162,2006,A01,2006 Annual,111.262
3162,2007,A01,2007 Annual,100.000
3162,2008,A01,2008 Annual,118.968
3162,2009,A01,2009 Annual,108.957
3162,2010,A01,2010 Annual,115.372
3162,2011,A01,2011 Annual,99.526
3162,2012,A01,2012 Annual,99.002
3162,2013,A01,2013 Annual,95.542
3162,2014,A01,2014 Annual,97.373
3345,1990,A01,1990 Annual,89.205
3345,1991,A01,1991 Annual,90.339
3345,1992,A01,1992 Annual,90.173
3345,1993,A01,1993 Annual,90.659
3345,1994,A01,1994 Annual,91.024
3345,1995,A01,1995 Annual,93.867
3345,1996,A01,1996 Annual,92.560
3345,1997,A01,1997 Annual,93.428
3345,1998,A01,1998 Annual,91.972
3345,1999,A01,1999 Annual,89.411
3345,2000,A01,2000 Annual,91.679
3345,2001,A01,2001 Annual,89.389
3345,2002,A01,2002 Annual,85.882
3345,2003,A01,2003 Annual,90.741
3345,2004,A01,2004 Annual,98.385
3345,2005,A01,2005 Annual,100.712
3345,2006,A01,2006 Annual,100.803
3345,2007,A01,2007 Annual,100.000
3345,2008,A01,2008 Annual,102.961
3345,2009,A01,2009 Annual,102.566
3345,2010,A01,2010 Annual,107.338
3345,2011,A01,2011 Annual,108.732
3345,2012,A01,2012 Annual,116.471
3345,2013,A01,2013 Annual,115.168
3345,2014,A01,2014 Annual,111.192
3255,1990,A01,1990 Annual,102.706
3255,1991,A01,1991 Annual,99.650
3255,1992,A01,1992 Annual,99.985
3255,1993,A01,1993 Annual,101.088
3255,1994,A01,1994 Annual,101.732
3255,1995,A01,1995 Annual,99.313
3255,1996,A01,1996 Annual,97.980
3255,1997,A01,1997 Annual,99.721
3255,1998,A01,1998 Annual,94.374
3255,1999,A01,1999 Annual,93.429
3255,2000,A01,2000 Annual,94.381
3255,2001,A01,2001 Annual,95.507
3255,2002,A01,2002 Annual,92.666
3255,2003,A01,2003 Annual,98.586
3255,2004,A01,2004 Annual,105.008
3255,2005,A01,2005 Annual,105.143
3255,2006,A01,2006 Annual,102.638
3255,2007,A01,2007 Annual,100.000
3255,2008,A01,2008 Annual,99.086
3255,2009,A01,2009 Annual,90.213
3255,2010,A01,2010 Annual,96.755
3255,2011,A01,2011 Annual,96.749
3255,2012,A01,2012 Annual,90.997
3255,2013,A01,2013 Annual,90.732
3255,2014,A01,2014 Annual,93.095
3339,1990,A01,1990 Annual,87.573
3339,1991,A01,1991 Annual,85.458
3339,1992,A01,1992 Annual,85.422
3339,1993,A01,1993 Annual,86.571
3339,1994,A01,1994 Annual,86.119
3339,1995,A01,1995 Annual,87.711
3339,1996,A01,1996 Annual,86.970
3339,1997,A01,1997 Annual,88.792
3339,1998,A01,1998 Annual,87.644
3339,1999,A01,1999 Annual,86.345
3339,2000,A01,2000 Annual,87.477
3339,2001,A01,2001 Annual,83.795
3339,2002,A01,2002 Annual,86.107
3339,2003,A01,2003 Annual,89.076
3339,2004,A01,2004 Annual,91.691
3339,2005,A01,2005 Annual,94.013
3339,2006,A01,2006 Annual,96.824
3339,2007,A01,2007 Annual,100.000
3339,2008,A01,2008 Annual,99.871
3339,2009,A01,2009 Annual,90.853
3339,2010,A01,2010 Annual,94.036
3339,2011,A01,2011 Annual,99.459
3339,2012,A01,2012 Annual,98.216
3339,2013,A01,2013 Annual,96.996
3339,2014,A01,2014 Annual,96.967
3333,1990,A01,1990 Annual,108.735
3333,1991,A01,1991 Annual,106.600
3333,1992,A01,1992 Annual,109.283
3333,1993,A01,1993 Annual,111.201
3333,1994,A01,1994 Annual,109.081
3333,1995,A01,1995 Annual,107.532
3333,1996,A01,1996 Annual,105.922
3333,1997,A01,1997 Annual,101.483
3333,1998,A01,1998 Annual,104.818
3333,1999,A01,1999 Annual,103.731
3333,2000,A01,2000 Annual,101.082
3333,2001,A01,2001 Annual,88.989
3333,2002,A01,2002 Annual,88.798
3333,2003,A01,2003 Annual,93.086
3333,2004,A01,2004 Annual,95.377
3333,2005,A01,2005 Annual,97.591
3333,2006,A01,2006 Annual,102.245
3333,2007,A01,2007 Annual,100.000
3333,2008,A01,2008 Annual,103.165
3333,2009,A01,2009 Annual,98.390
3333,2010,A01,2010 Annual,97.243
3333,2011,A01,2011 Annual,99.446
3333,2012,A01,2012 Annual,107.566
3333,2013,A01,2013 Annual,108.590
3333,2014,A01,2014 Annual,112.643
3353,1990,A01,1990 Annual,88.717
3353,1991,A01,1991 Annual,85.794
3353,1992,A01,1992 Annual,89.235
3353,1993,A01,1993 Annual,92.508
3353,1994,A01,1994 Annual,94.640
3353,1995,A01,1995 Annual,98.505
3353,1996,A01,1996 Annual,97.266
3353,1997,A01,1997 Annual,94.876
3353,1998,A01,1998 Annual,91.969
3353,1999,A01,1999 Annual,89.147
3353,2000,A01,2000 Annual,90.010
3353,2001,A01,2001 Annual,86.239
3353,2002,A01,2002 Annual,86.884
3353,2003,A01,2003 Annual,89.137
3353,2004,A01,2004 Annual,94.808
3353,2005,A01,2005 Annual,94.613
3353,2006,A01,2006 Annual,98.063
3353,2007,A01,2007 Annual,100.000
3353,2008,A01,2008 Annual,99.458
3353,2009,A01,2009 Annual,90.476
3353,2010,A01,2010 Annual,90.295
3353,2011,A01,2011 Annual,94.463
3353,2012,A01,2012 Annual,90.705
3353,2013,A01,2013 Annual,90.432
3353,2014,A01,2014 Annual,91.113
3361,1990,A01,1990 Annual,87.840
3361,1991,A01,1991 Annual,88.520
3361,1992,A01,1992 Annual,85.233
3361,1993,A01,1993 Annual,82.547
3361,1994,A01,1994 Annual,81.264
3361,1995,A01,1995 Annual,82.321
3361,1996,A01,1996 Annual,81.623
3361,1997,A01,1997 Annual,87.721
3361,1998,A01,1998 Annual,85.969
3361,1999,A01,1999 Annual,87.960
3361,2000,A01,2000 Annual,82.511
3361,2001,A01,2001 Annual,81.642
3361,2002,A01,2002 Annual,90.393
3361,2003,A01,2003 Annual,93.212
3361,2004,A01,2004 Annual,90.262
3361,2005,A01,2005 Annual,91.930
3361,2006,A01,2006 Annual,96.107
3361,2007,A01,2007 Annual,100.000
3361,2008,A01,2008 Annual,94.201
3361,2009,A01,2009 Annual,86.835
3361,2010,A01,2010 Annual,100.182
3361,2011,A01,2011 Annual,95.590
3361,2012,A01,2012 Annual,93.597
3361,2013,A01,2013 Annual,93.238
3361,2014,A01,2014 Annual,92.325
3133,1990,A01,1990 Annual,93.776
3133,1991,A01,1991 Annual,93.695
3133,1992,A01,1992 Annual,92.997
3133,1993,A01,1993 Annual,91.752
3133,1994,A01,1994 Annual,94.971
3133,1995,A01,1995 Annual,93.755
3133,1996,A01,1996 Annual,93.382
3133,1997,A01,1997 Annual,102.032
3133,1998,A01,1998 Annual,98.530
3133,1999,A01,1999 Annual,96.479
3133,2000,A01,2000 Annual,98.267
3133,2001,A01,2001 Annual,97.639
3133,2002,A01,2002 Annual,95.528
3133,2003,A01,2003 Annual,96.586
3133,2004,A01,2004 Annual,98.338
3133,2005,A01,2005 Annual,102.375
3133,2006,A01,2006 Annual,99.041
3133,2007,A01,2007 Annual,100.000
3133,2008,A01,2008 Annual,89.814
3133,2009,A01,2009 Annual,84.323
3133,2010,A01,2010 Annual,98.034
3133,2011,A01,2011 Annual,99.176
3133,2012,A01,2012 Annual,89.705
3133,2013,A01,2013 Annual,92.293
3133,2014,A01,2014 Annual,92.999
3313,1990,A01,1990 Annual,91.127
3313,1991,A01,1991 Annual,93.189
3313,1992,A01,1992 Annual,98.173
3313,1993,A01,1993 Annual,98.602
3313,1994,A01,1994 Annual,99.053
3313,1995,A01,1995 Annual,89.679
3313,1996,A01,1996 Annual,93.518
3313,1997,A01,1997 Annual,92.351
3313,1998,A01,1998 Annual,99.839
3313,1999,A01,1999 Annual,104.443
3313,2000,A01,2000 Annual,91.919
3313,2001,A01,2001 Annual,91.078
3313,2002,A01,2002 Annual,98.976
3313,2003,A01,2003 Annual,99.574
3313,2004,A01,2004 Annual,102.637
3313,2005,A01,2005 Annual,101.815
3313,2006,A01,2006 Annual,99.900
3313,2007,A01,2007 Annual,100.000
3313,2008,A01,2008 Annual,99.033
3313,2009,A01,2009 Annual,103.133
3313,2010,A01,2010 Annual,97.516
3313,2011,A01,2011 Annual,99.384
3313,2012,A01,2012 Annual,105.777
3313,2013,A01,2013 Annual,112.618
3313,2014,A01,2014 Annual,111.260
3141,1990,A01,1990 Annual,94.602
3141,1991,A01,1991 Annual,94.042
3141,1992,A01,1992 Annual,98.133
3141,1993,A01,1993 Annual,100.105
3141,1994,A01,1994 Annual,99.495
3141,1995,A01,1995 Annual,102.101
3141,1996,A01,1996 Annual,99.742
3141,1997,A01,1997 Annual,102.659
3141,1998,A01,1998 Annual,100.068
3141,1999,A01,1999 Annual,100.051
3141,2000,A01,2000 Annual,96.303
3141,2001,A01,2001 Annual,93.667
3141,2002,A01,2002 Annual,95.476
3141,2003,A01,2003 Annual,99.670
3141,2004,A01,2004 Annual,101.598
3141,2005,A01,2005 Annual,108.128
3141,2006,A01,2006 Annual,103.116
3141,2007,A01,2007 Annual,100.000
3141,2008,A01,2008 Annual,99.801
3141,2009,A01,2009 Annual,84.511
3141,2010,A01,2010 Annual,82.812
3141,2011,A01,2011 Annual,91.515
3141,2012,A01,2012 Annual,88.265
3141,2013,A01,2013 Annual,86.044
3141,2014,A01,2014 Annual,86.352
3256,1990,A01,1990 Annual,80.535
3256,1991,A01,1991 Annual,78.912
3256,1992,A01,1992 Annual,76.834
3256,1993,A01,1993 Annual,78.143
3256,1994,A01,1994 Annual,77.309
3256,1995,A01,1995 Annual,81.279
3256,1996,A01,1996 Annual,81.592
3256,1997,A01,1997 Annual,83.140
3256,1998,A01,1998 Annual,79.645
3256,1999,A01,1999 Annual,75.373
3256,2000,A01,2000 Annual,75.120
3256,2001,A01,2001 Annual,74.685
3256,2002,A01,2002 Annual,82.824
3256,2003,A01,2003 Annual,74.825
3256,2004,A01,2004 Annual,76.061
3256,2005,A01,2005 Annual,87.603
3256,2006,A01,2006 Annual,84.971
3256,2007,A01,2007 Annual,100.000
3256,2008,A01,2008 Annual,91.474
3256,2009,A01,2009 Annual,86.302
3256,2010,A01,2010 Annual,89.200
3256,2011,A01,2011 Annual,97.339
3256,2012,A01,2012 Annual,85.010
3256,2013,A01,2013 Annual,87.016
3256,2014,A01,2014 Annual,90.793
3311,1990,A01,1990 Annual,80.172
3311,1991,A01,1991 Annual,76.791
3311,1992,A01,1992 Annual,82.840
3311,1993,A01,1993 Annual,85.631
3311,1994,A01,1994 Annual,87.065
3311,1995,A01,1995 Annual,88.043
3311,1996,A01,1996 Annual,89.269
3311,1997,A01,1997 Annual,94.381
3311,1998,A01,1998 Annual,92.197
3311,1999,A01,1999 Annual,94.678
3311,2000,A01,2000 Annual,95.274
3311,2001,A01,2001 Annual,91.018
3311,2002,A01,2002 Annual,97.333
3311,2003,A01,2003 Annual,98.125
3311,2004,A01,2004 Annual,102.581
3311,2005,A01,2005 Annual,98.330
3311,2006,A01,2006 Annual,98.483
3311,2007,A01,2007 Annual,100.000
3311,2008,A01,2008 Annual,98.349
3311,2009,A01,2009 Annual,88.814
3311,2010,A01,2010 Annual,99.096
3311,2011,A01,2011 Annual,98.838
3311,2012,A01,2012 Annual,98.456
3311,2013,A01,2013 Annual,105.581
3311,2014,A01,2014 Annual,103.615
3118,1990,A01,1990 Annual,96.070
3118,1991,A01,1991 Annual,93.480
3118,1992,A01,1992 Annual,93.590
3118,1993,A01,1993 Annual,94.298
3118,1994,A01,1994 Annual,95.660
3118,1995,A01,1995 Annual,97.862
3118,1996,A01,1996 Annual,97.157
3118,1997,A01,1997 Annual,95.574
3118,1998,A01,1998 Annual,95.162
3118,1999,A01,1999 Annual,96.046
3118,2000,A01,2000 Annual,95.086
3118,2001,A01,2001 Annual,93.587
3118,2002,A01,2002 Annual,93.265
3118,2003,A01,2003 Annual,94.700
3118,2004,A01,2004 Annual,101.098
3118,2005,A01,2005 Annual,101.677
3118,2006,A01,2006 Annual,100.725
3118,2007,A01,2007 Annual,100.000
3118,2008,A01,2008 Annual,93.691
3118,2009,A01,2009 Annual,89.124
3118,2010,A01,2010 Annual,90.069
3118,2011,A01,2011 Annual,91.013
3118,2012,A01,2012 Annual,87.311
3118,2013,A01,2013 Annual,88.552
3118,2014,A01,2014 Annual,89.002
3131,1990,A01,1990 Annual,73.839
3131,1991,A01,1991 Annual,70.752
3131,1992,A01,1992 Annual,72.018
3131,1993,A01,1993 Annual,74.686
3131,1994,A01,1994 Annual,75.296
3131,1995,A01,1995 Annual,74.515
3131,1996,A01,1996 Annual,73.467
3131,1997,A01,1997 Annual,76.716
3131,1998,A01,1998 Annual,77.174
3131,1999,A01,1999 Annual,75.454
3131,2000,A01,2000 Annual,77.830
3131,2001,A01,2001 Annual,79.216
3131,2002,A01,2002 Annual,89.188
3131,2003,A01,2003 Annual,94.941
3131,2004,A01,2004 Annual,96.004
3131,2005,A01,2005 Annual,95.004
3131,2006,A01,2006 Annual,96.565
3131,2007,A01,2007 Annual,100.000
3131,2008,A01,2008 Annual,100.252
3131,2009,A01,2009 Annual,90.651
3131,2010,A01,2010 Annual,87.977
3131,2011,A01,2011 Annual,77.754
3131,2012,A01,2012 Annual,92.716
3131,2013,A01,2013 Annual,93.451
3131,2014,A01,2014 Annual,93.940
3151,1990,A01,1990 Annual,132.533
3151,1991,A01,1991 Annual,134.057
3151,1992,A01,1992 Annual,140.752
3151,1993,A01,1993 Annual,144.903
3151,1994,A01,1994 Annual,147.260
3151,1995,A01,1995 Annual,145.625
3151,1996,A01,1996 Annual,153.308
3151,1997,A01,1997 Annual,136.039
3151,1998,A01,1998 Annual,126.173
3151,1999,A01,1999 Annual,127.112
3151,2000,A01,2000 Annual,130.125
3151,2001,A01,2001 Annual,126.178
3151,2002,A01,2002 Annual,125.717
3151,2003,A01,2003 Annual,120.254
3151,2004,A01,2004 Annual,111.448
3151,2005,A01,2005 Annual,122.685
3151,2006,A01,2006 Annual,122.147
3151,2007,A01,2007 Annual,100.000
3151,2008,A01,2008 Annual,106.202
3151,2009,A01,2009 Annual,106.587
3151,2010,A01,2010 Annual,107.960
3151,2011,A01,2011 Annual,98.552
3151,2012,A01,2012 Annual,102.273
3151,2013,A01,2013 Annual,108.927
3151,2014,A01,2014 Annual,98.900
3121,1990,A01,1990 Annual,87.833
3121,1991,A01,1991 Annual,87.744
3121,1992,A01,1992 Annual,87.916
3121,1993,A01,1993 Annual,88.995
3121,1994,A01,1994 Annual,93.481
3121,1995,A01,1995 Annual,94.154
3121,1996,A01,1996 Annual,93.938
3121,1997,A01,1997 Annual,92.125
3121,1998,A01,1998 Annual,92.858
3121,1999,A01,1999 Annual,90.781
3121,2000,A01,2000 Annual,88.831
3121,2001,A01,2001 Annual,89.439
3121,2002,A01,2002 Annual,91.575
3121,2003,A01,2003 Annual,97.562
3121,2004,A01,2004 Annual,99.162
3121,2005,A01,2005 Annual,101.877
3121,2006,A01,2006 Annual,98.986
3121,2007,A01,2007 Annual,100.000
3121,2008,A01,2008 Annual,97.163
3121,2009,A01,2009 Annual,93.036
3121,2010,A01,2010 Annual,93.298
3121,2011,A01,2011 Annual,95.145
3121,2012,A01,2012 Annual,96.647
3121,2013,A01,2013 Annual,97.076
3121,2014,A01,2014 Annual,96.533
3161,1990,A01,1990 Annual,113.318
3161,1991,A01,1991 Annual,114.893
3161,1992,A01,1992 Annual,130.464
3161,1993,A01,1993 Annual,132.913
3161,1994,A01,1994 Annual,121.513
3161,1995,A01,1995 Annual,118.397
3161,1996,A01,1996 Annual,140.205
3161,1997,A01,1997 Annual,140.690
3161,1998,A01,1998 Annual,140.014
3161,1999,A01,1999 Annual,136.433
3161,2000,A01,2000 Annual,139.213
3161,2001,A01,2001 Annual,125.444
3161,2002,A01,2002 Annual,111.972
3161,2003,A01,2003 Annual,106.104
3161,2004,A01,2004 Annual,108.418
3161,2005,A01,2005 Annual,102.771
3161,2006,A01,2006 Annual,98.967
3161,2007,A01,2007 Annual,100.000
3161,2008,A01,2008 Annual,105.856
3161,2009,A01,2009 Annual,109.864
3161,2010,A01,2010 Annual,108.435
3161,2011,A01,2011 Annual,105.920
3161,2012,A01,2012 Annual,106.263
3161,2013,A01,2013 Annual,100.116
3161,2014,A01,2014 Annual,98.413
3321,1990,A01,1990 Annual,73.492
3321,1991,A01,1991 Annual,71.685
3321,1992,A01,1992 Annual,75.641
3321,1993,A01,1993 Annual,76.863
3321,1994,A01,1994 Annual,77.056
3321,1995,A01,1995 Annual,77.041
3321,1996,A01,1996 Annual,77.447
3321,1997,A01,1997 Annual,79.597
3321,1998,A01,1998 Annual,76.560
3321,1999,A01,1999 Annual,75.365
3321,2000,A01,2000 Annual,78.414
3321,2001,A01,2001 Annual,73.228
3321,2002,A01,2002 Annual,75.219
3321,2003,A01,2003 Annual,81.134
3321,2004,A01,2004 Annual,84.634
3321,2005,A01,2005 Annual,86.220
3321,2006,A01,2006 Annual,92.855
3321,2007,A01,2007 Annual,100.000
3321,2008,A01,2008 Annual,100.151
3321,2009,A01,2009 Annual,80.825
3321,2010,A01,2010 Annual,92.814
3321,2011,A01,2011 Annual,98.186
3321,2012,A01,2012 Annual,94.958
3321,2013,A01,2013 Annual,95.417
3321,2014,A01,2014 Annual,95.982
3331,1990,A01,1990 Annual,91.790
3331,1991,A01,1991 Annual,86.349
3331,1992,A01,1992 Annual,86.921
3331,1993,A01,1993 Annual,87.875
3331,1994,A01,1994 Annual,90.881
3331,1995,A01,1995 Annual,91.595
3331,1996,A01,1996 Annual,90.646
3331,1997,A01,1997 Annual,94.418
3331,1998,A01,1998 Annual,94.528
3331,1999,A01,1999 Annual,85.660
3331,2000,A01,2000 Annual,87.157
3331,2001,A01,2001 Annual,86.405
3331,2002,A01,2002 Annual,87.264
3331,2003,A01,2003 Annual,88.545
3331,2004,A01,2004 Annual,95.323
3331,2005,A01,2005 Annual,95.090
3331,2006,A01,2006 Annual,97.642
3331,2007,A01,2007 Annual,100.000
3331,2008,A01,2008 Annual,102.469
3331,2009,A01,2009 Annual,90.862
3331,2010,A01,2010 Annual,98.441
3331,2011,A01,2011 Annual,104.191
3331,2012,A01,2012 Annual,102.773
3331,2013,A01,2013 Annual,96.194
3331,2014,A01,2014 Annual,102.485
3328,1990,A01,1990 Annual,72.896
3328,1991,A01,1991 Annual,68.860
3328,1992,A01,1992 Annual,72.887
3328,1993,A01,1993 Annual,74.756
3328,1994,A01,1994 Annual,78.056
3328,1995,A01,1995 Annual,80.793
3328,1996,A01,1996 Annual,80.864
3328,1997,A01,1997 Annual,80.153
3328,1998,A01,1998 Annual,79.213
3328,1999,A01,1999 Annual,76.543
3328,2000,A01,2000 Annual,78.041
3328,2001,A01,2001 Annual,75.275
3328,2002,A01,2002 Annual,78.699
3328,2003,A01,2003 Annual,79.775
3328,2004,A01,2004 Annual,88.075
3328,2005,A01,2005 Annual,93.916
3328,2006,A01,2006 Annual,94.594
3328,2007,A01,2007 Annual,100.000
3328,2008,A01,2008 Annual,102.693
3328,2009,A01,2009 Annual,85.095
3328,2010,A01,2010 Annual,94.260
3328,2011,A01,2011 Annual,100.644
3328,2012,A01,2012 Annual,99.295
3328,2013,A01,2013 Annual,99.586
3328,2014,A01,2014 Annual,99.926
3341,1990,A01,1990 Annual,5.183
3341,1991,A01,1991 Annual,5.369
3341,1992,A01,1992 Annual,6.247
3341,1993,A01,1993 Annual,7.288
3341,1994,A01,1994 Annual,8.545
3341,1995,A01,1995 Annual,10.553
3341,1996,A01,1996 Annual,13.286
3341,1997,A01,1997 Annual,17.387
3341,1998,A01,1998 Annual,23.341
3341,1999,A01,1999 Annual,28.705
3341,2000,A01,2000 Annual,31.225
3341,2001,A01,2001 Annual,33.580
3341,2002,A01,2002 Annual,41.819
3341,2003,A01,2003 Annual,47.435
3341,2004,A01,2004 Annual,55.134
3341,2005,A01,2005 Annual,66.581
3341,2006,A01,2006 Annual,83.055
3341,2007,A01,2007 Annual,100.000
3341,2008,A01,2008 Annual,131.783
3341,2009,A01,2009 Annual,125.553
3341,2010,A01,2010 Annual,110.979
3341,2011,A01,2011 Annual,96.936
3341,2012,A01,2012 Annual,107.366
3341,2013,A01,2013 Annual,115.264
3341,2014,A01,2014 Annual,110.788
3351,1990,A01,1990 Annual,84.175
3351,1991,A01,1991 Annual,83.225
3351,1992,A01,1992 Annual,85.612
3351,1993,A01,1993 Annual,82.665
3351,1994,A01,1994 Annual,86.420
3351,1995,A01,1995 Annual,85.431
3351,1996,A01,1996 Annual,86.448
3351,1997,A01,1997 Annual,88.436
3351,1998,A01,1998 Annual,89.121
3351,1999,A01,1999 Annual,86.235
3351,2000,A01,2000 Annual,87.223
3351,2001,A01,2001 Annual,85.298
3351,2002,A01,2002 Annual,87.144
3351,2003,A01,2003 Annual,84.989
3351,2004,A01,2004 Annual,90.147
3351,2005,A01,2005 Annual,92.785
3351,2006,A01,2006 Annual,97.272
3351,2007,A01,2007 Annual,100.000
3351,2008,A01,2008 Annual,99.694
3351,2009,A01,2009 Annual,88.927
3351,2010,A01,2010 Annual,87.805
3351,2011,A01,2011 Annual,92.612
3351,2012,A01,2012 Annual,94.125
3351,2013,A01,2013 Annual,96.479
3351,2014,A01,2014 Annual,100.051
3111,1990,A01,1990 Annual,90.275
3111,1991,A01,1991 Annual,86.688
3111,1992,A01,1992 Annual,85.107
3111,1993,A01,1993 Annual,87.664
3111,1994,A01,1994 Annual,88.174
3111,1995,A01,1995 Annual,92.686
3111,1996,A01,1996 Annual,82.032
3111,1997,A01,1997 Annual,84.991
3111,1998,A01,1998 Annual,90.204
3111,1999,A01,1999 Annual,89.971
3111,2000,A01,2000 Annual,88.100
3111,2001,A01,2001 Annual,93.130
3111,2002,A01,2002 Annual,96.670
3111,2003,A01,2003 Annual,100.466
3111,2004,A01,2004 Annual,99.302
3111,2005,A01,2005 Annual,107.317
3111,2006,A01,2006 Annual,108.807
3111,2007,A01,2007 Annual,100.000
3111,2008,A01,2008 Annual,96.999
3111,2009,A01,2009 Annual,94.703
3111,2010,A01,2010 Annual,93.714
3111,2011,A01,2011 Annual,90.564
3111,2012,A01,2012 Annual,85.032
3111,2013,A01,2013 Annual,83.213
3111,2014,A01,2014 Annual,82.455
3344,1990,A01,1990 Annual,10.185
3344,1991,A01,1991 Annual,10.924
3344,1992,A01,1992 Annual,12.383
3344,1993,A01,1993 Annual,13.437
3344,1994,A01,1994 Annual,16.717
3344,1995,A01,1995 Annual,23.740
3344,1996,A01,1996 Annual,29.409
3344,1997,A01,1997 Annual,34.589
3344,1998,A01,1998 Annual,41.121
3344,1999,A01,1999 Annual,53.719
3344,2000,A01,2000 Annual,64.478
3344,2001,A01,2001 Annual,62.888
3344,2002,A01,2002 Annual,65.554
3344,2003,A01,2003 Annual,76.048
3344,2004,A01,2004 Annual,85.723
3344,2005,A01,2005 Annual,91.553
3344,2006,A01,2006 Annual,91.432
3344,2007,A01,2007 Annual,100.000
3344,2008,A01,2008 Annual,108.188
3344,2009,A01,2009 Annual,95.721
