90.275,1990,3111,36.02406039185683,2906.3488563085803
92.800,1990,3112,827.031712550888,62125.244966233506
79.540,1990,3116,2250.3318971909016,135025.84500649734
87.833,1990,3121,22.82615995635435,2270.2241355893657
74.490,1990,3132,56.53483490209897,5055.024106176285
93.776,1990,3133,56.53483490209897,5055.024106176285
94.602,1990,3141,7.943483773265355,667.337770548489
93.471,1990,3211,50.88664339021254,5436.660252965038
83.877,1990,3221,67.9743626756105,9077.631175521923
89.172,1990,3241,10079.180968990384,1022735.1955937272
95.720,1990,3251,1843.9715169639721,252508.12711173843
79.331,1990,3253,6390.635298966896,697653.0383445993
130.719,1990,3254,8648.471002518443,931602.6443062461
102.706,1990,3255,79.75128462276031,12288.330408336138
96.812,1990,3273,32.31356384191799,3473.395488985947
102.283,1990,3274,438.1029798028316,35110.54567274028
91.127,1990,3313,13.894061252240542,1910.7481254347679
108.735,1990,3333,31.48003128606259,2376.4278199954465
84.280,1990,3334,1224.3480282808735,110328.82271005661
98.658,1990,3336,111.96945768456442,5663.920698124476
87.573,1990,3339,12.25653181296017,958.3842641162388
89.205,1990,3345,1756.2607674816165,198588.22763650093
84.175,1990,3351,100.73571940757257,6489.601165643408
65.535,1990,3352,1070.4127256982215,99626.214869693
88.717,1990,3353,29.169588936987946,2179.695474514146
87.840,1990,3361,6063.164030343107,449830.8805820403
92.376,1990,3362,1928.1880171231144,116143.14357554806
74.162,1990,3363,4195.392836105168,288214.6238773353
106.299,1990,3366,2621.7982465190426,189449.38543832625
84.057,1990,3391,3993.3116515836414,485685.2309912248
86.688,1991,3111,37.894737416378504,3109.5922452209606
92.433,1991,3112,826.56403963671,62088.99859018007
77.534,1991,3116,2390.404036471937,144834.06421854004
87.744,1991,3121,25.513774292137,2445.4631101884593
74.258,1991,3132,55.764921770117105,4964.31963785913
93.695,1991,3133,55.764921770117105,4964.31963785913
94.042,1991,3141,8.121709846222338,690.3267803683278
92.947,1991,3211,50.53266176140727,5258.018437108709
82.096,1991,3221,96.00156486734156,13031.313653526651
91.104,1991,3241,11049.057233015605,1191322.6238955879
90.275,1991,3251,2253.210483248841,328089.111840534
76.658,1991,3253,6312.328623283008,690569.3749253454
131.317,1991,3254,8950.433646598647,960790.2181841899
99.650,1991,3255,122.86749628052442,17967.70212614449
94.189,1991,3273,312.4340333622182,46430.90696485208
97.007,1991,3274,514.0011200528251,44322.98257764404
93.189,1991,3313,10.071142085257128,1291.991493141374
106.600,1991,3333,32.883584114883,2503.0353333240796
83.338,1991,3334,1178.79335464461,98678.70690183596
97.260,1991,3336,109.42113014772804,5698.349499173359
85.458,1991,3339,12.77731248355588,1006.8494949312659
90.339,1991,3345,1738.4697945481382,199228.47500092935
83.225,1991,3351,110.77209251790013,7079.628969135039
65.054,1991,3352,1007.8650139250705,82702.80511104001
85.794,1991,3353,31.791676134061873,2377.7847684266603
88.520,1991,3361,6773.353685164556,523300.6525124268
88.975,1991,3362,1874.7526098330716,123245.90112199316
