Series ID,Year,Period,Label,Value,6-Month Net Change,12-Month Net Change,12-Month % Change
IPUEN3379__M000,2005,A01,2005 Annual,94.532, N/A, N/A, N/A
IPUEN3379__M000,2006,A01,2006 Annual,99.064, N/A, N/A, N/A
IPUEN3379__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3379__M000,2008,A01,2008 Annual,95.190, N/A, N/A, N/A
IPUEN3379__M000,2009,A01,2009 Annual,94.935, N/A, N/A, N/A
IPUEN3379__M000,2010,A01,2010 Annual,98.120, N/A, N/A, N/A
IPUEN3379__M000,2011,A01,2011 Annual,105.071, N/A, N/A, N/A
IPUEN3379__M000,2012,A01,2012 Annual,105.598, N/A, N/A, N/A
IPUEN3379__M000,2013,A01,2013 Annual,105.845, N/A, N/A, N/A
IPUEN3379__M000,2014,A01,2014 Annual,109.568, N/A, N/A, N/A
IPUEN3362__M000,1990,A01,1990 Annual,92.376, N/A, N/A, N/A
IPUEN3362__M000,1991,A01,1991 Annual,88.975, N/A, N/A, N/A
IPUEN3362__M000,1992,A01,1992 Annual,94.577, N/A, N/A, N/A
IPUEN3362__M000,1993,A01,1993 Annual,97.040, N/A, N/A, N/A
IPUEN3362__M000,1994,A01,1994 Annual,101.356, N/A, N/A, N/A
IPUEN3362__M000,1995,A01,1995 Annual,103.380, N/A, N/A, N/A
IPUEN3362__M000,1996,A01,1996 Annual,101.004, N/A, N/A, N/A
IPUEN3362__M000,1997,A01,1997 Annual,97.541, N/A, N/A, N/A
IPUEN3362__M000,1998,A01,1998 Annual,96.628, N/A, N/A, N/A
IPUEN3362__M000,1999,A01,1999 Annual,97.925, N/A, N/A, N/A
IPUEN3362__M000,2000,A01,2000 Annual,95.804, N/A, N/A, N/A
IPUEN3362__M000,2001,A01,2001 Annual,88.719, N/A, N/A, N/A
IPUEN3362__M000,2002,A01,2002 Annual,93.354, N/A, N/A, N/A
IPUEN3362__M000,2003,A01,2003 Annual,96.362, N/A, N/A, N/A
IPUEN3362__M000,2004,A01,2004 Annual,98.023, N/A, N/A, N/A
IPUEN3362__M000,2005,A01,2005 Annual,98.154, N/A, N/A, N/A
IPUEN3362__M000,2006,A01,2006 Annual,99.723, N/A, N/A, N/A
IPUEN3362__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3362__M000,2008,A01,2008 Annual,95.898, N/A, N/A, N/A
IPUEN3362__M000,2009,A01,2009 Annual,89.952, N/A, N/A, N/A
IPUEN3362__M000,2010,A01,2010 Annual,90.086, N/A, N/A, N/A
IPUEN3362__M000,2011,A01,2011 Annual,92.014, N/A, N/A, N/A
IPUEN3362__M000,2012,A01,2012 Annual,91.214, N/A, N/A, N/A
IPUEN3362__M000,2013,A01,2013 Annual,91.057, N/A, N/A, N/A
IPUEN3362__M000,2014,A01,2014 Annual,91.738, N/A, N/A, N/A
IPUEN3169__M000,1990,A01,1990 Annual,90.449, N/A, N/A, N/A
IPUEN3169__M000,1991,A01,1991 Annual,87.768, N/A, N/A, N/A
IPUEN3169__M000,1992,A01,1992 Annual,86.114, N/A, N/A, N/A
IPUEN3169__M000,1993,A01,1993 Annual,81.181, N/A, N/A, N/A
IPUEN3169__M000,1994,A01,1994 Annual,77.755, N/A, N/A, N/A
IPUEN3169__M000,1995,A01,1995 Annual,76.129, N/A, N/A, N/A
IPUEN3169__M000,1996,A01,1996 Annual,78.825, N/A, N/A, N/A
IPUEN3169__M000,1997,A01,1997 Annual,90.914, N/A, N/A, N/A
IPUEN3169__M000,1998,A01,1998 Annual,93.043, N/A, N/A, N/A
IPUEN3169__M000,1999,A01,1999 Annual,83.820, N/A, N/A, N/A
IPUEN3169__M000,2000,A01,2000 Annual,88.118, N/A, N/A, N/A
IPUEN3169__M000,2001,A01,2001 Annual,81.546, N/A, N/A, N/A
IPUEN3169__M000,2002,A01,2002 Annual,75.019, N/A, N/A, N/A
IPUEN3169__M000,2003,A01,2003 Annual,79.593, N/A, N/A, N/A
IPUEN3169__M000,2004,A01,2004 Annual,90.774, N/A, N/A, N/A
IPUEN3169__M000,2005,A01,2005 Annual,96.643, N/A, N/A, N/A
IPUEN3169__M000,2006,A01,2006 Annual,107.099, N/A, N/A, N/A
IPUEN3169__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3169__M000,2008,A01,2008 Annual,102.569, N/A, N/A, N/A
IPUEN3169__M000,2009,A01,2009 Annual,87.089, N/A, N/A, N/A
IPUEN3169__M000,2010,A01,2010 Annual,83.356, N/A, N/A, N/A
IPUEN3169__M000,2011,A01,2011 Annual,75.443, N/A, N/A, N/A
IPUEN3169__M000,2012,A01,2012 Annual,62.943, N/A, N/A, N/A
IPUEN3169__M000,2013,A01,2013 Annual,64.796, N/A, N/A, N/A
IPUEN3169__M000,2014,A01,2014 Annual,68.621, N/A, N/A, N/A
IPUEN3352__M000,1990,A01,1990 Annual,65.535, N/A, N/A, N/A
IPUEN3352__M000,1991,A01,1991 Annual,65.054, N/A, N/A, N/A
IPUEN3352__M000,1992,A01,1992 Annual,68.130, N/A, N/A, N/A
IPUEN3352__M000,1993,A01,1993 Annual,71.385, N/A, N/A, N/A
IPUEN3352__M000,1994,A01,1994 Annual,76.370, N/A, N/A, N/A
IPUEN3352__M000,1995,A01,1995 Annual,75.092, N/A, N/A, N/A
IPUEN3352__M000,1996,A01,1996 Annual,73.585, N/A, N/A, N/A
IPUEN3352__M000,1997,A01,1997 Annual,75.790, N/A, N/A, N/A
IPUEN3352__M000,1998,A01,1998 Annual,75.235, N/A, N/A, N/A
IPUEN3352__M000,1999,A01,1999 Annual,75.465, N/A, N/A, N/A
IPUEN3352__M000,2000,A01,2000 Annual,78.597, N/A, N/A, N/A
IPUEN3352__M000,2001,A01,2001 Annual,78.500, N/A, N/A, N/A
IPUEN3352__M000,2002,A01,2002 Annual,81.712, N/A, N/A, N/A
IPUEN3352__M000,2003,A01,2003 Annual,85.491, N/A, N/A, N/A
IPUEN3352__M000,2004,A01,2004 Annual,90.676, N/A, N/A, N/A
IPUEN3352__M000,2005,A01,2005 Annual,94.540, N/A, N/A, N/A
IPUEN3352__M000,2006,A01,2006 Annual,97.243, N/A, N/A, N/A
IPUEN3352__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3352__M000,2008,A01,2008 Annual,97.213, N/A, N/A, N/A
IPUEN3352__M000,2009,A01,2009 Annual,92.212, N/A, N/A, N/A
IPUEN3352__M000,2010,A01,2010 Annual,91.643, N/A, N/A, N/A
IPUEN3352__M000,2011,A01,2011 Annual,94.829, N/A, N/A, N/A
IPUEN3352__M000,2012,A01,2012 Annual,100.762, N/A, N/A, N/A
IPUEN3352__M000,2013,A01,2013 Annual,96.505, N/A, N/A, N/A
IPUEN3352__M000,2014,A01,2014 Annual,100.114, N/A, N/A, N/A
IPUEN3159__M000,1990,A01,1990 Annual,177.782, N/A, N/A, N/A
IPUEN3159__M000,1991,A01,1991 Annual,171.158, N/A, N/A, N/A
IPUEN3159__M000,1992,A01,1992 Annual,171.843, N/A, N/A, N/A
IPUEN3159__M000,1993,A01,1993 Annual,168.600, N/A, N/A, N/A
IPUEN3159__M000,1994,A01,1994 Annual,175.925, N/A, N/A, N/A
IPUEN3159__M000,1995,A01,1995 Annual,182.220, N/A, N/A, N/A
IPUEN3159__M000,1996,A01,1996 Annual,175.155, N/A, N/A, N/A
IPUEN3159__M000,1997,A01,1997 Annual,143.234, N/A, N/A, N/A
IPUEN3159__M000,1998,A01,1998 Annual,147.720, N/A, N/A, N/A
IPUEN3159__M000,1999,A01,1999 Annual,134.505, N/A, N/A, N/A
IPUEN3159__M000,2000,A01,2000 Annual,131.936, N/A, N/A, N/A
IPUEN3159__M000,2001,A01,2001 Annual,134.001, N/A, N/A, N/A
IPUEN3159__M000,2002,A01,2002 Annual,110.797, N/A, N/A, N/A
IPUEN3159__M000,2003,A01,2003 Annual,116.678, N/A, N/A, N/A
IPUEN3159__M000,2004,A01,2004 Annual,112.077, N/A, N/A, N/A
IPUEN3159__M000,2005,A01,2005 Annual,114.469, N/A, N/A, N/A
IPUEN3159__M000,2006,A01,2006 Annual,105.067, N/A, N/A, N/A
IPUEN3159__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3159__M000,2008,A01,2008 Annual,100.307, N/A, N/A, N/A
IPUEN3159__M000,2009,A01,2009 Annual,103.566, N/A, N/A, N/A
IPUEN3159__M000,2010,A01,2010 Annual,104.710, N/A, N/A, N/A
IPUEN3159__M000,2011,A01,2011 Annual,105.828, N/A, N/A, N/A
IPUEN3159__M000,2012,A01,2012 Annual,101.537, N/A, N/A, N/A
IPUEN3159__M000,2013,A01,2013 Annual,100.129, N/A, N/A, N/A
IPUEN3159__M000,2014,A01,2014 Annual,99.815, N/A, N/A, N/A
IPUEN3254__M000,1990,A01,1990 Annual,130.719, N/A, N/A, N/A
IPUEN3254__M000,1991,A01,1991 Annual,131.317, N/A, N/A, N/A
IPUEN3254__M000,1992,A01,1992 Annual,121.727, N/A, N/A, N/A
IPUEN3254__M000,1993,A01,1993 Annual,117.041, N/A, N/A, N/A
IPUEN3254__M000,1994,A01,1994 Annual,117.043, N/A, N/A, N/A
IPUEN3254__M000,1995,A01,1995 Annual,114.004, N/A, N/A, N/A
IPUEN3254__M000,1996,A01,1996 Annual,114.471, N/A, N/A, N/A
IPUEN3254__M000,1997,A01,1997 Annual,114.511, N/A, N/A, N/A
IPUEN3254__M000,1998,A01,1998 Annual,103.019, N/A, N/A, N/A
IPUEN3254__M000,1999,A01,1999 Annual,102.443, N/A, N/A, N/A
IPUEN3254__M000,2000,A01,2000 Annual,102.546, N/A, N/A, N/A
IPUEN3254__M000,2001,A01,2001 Annual,104.071, N/A, N/A, N/A
IPUEN3254__M000,2002,A01,2002 Annual,107.142, N/A, N/A, N/A
IPUEN3254__M000,2003,A01,2003 Annual,109.440, N/A, N/A, N/A
IPUEN3254__M000,2004,A01,2004 Annual,103.612, N/A, N/A, N/A
IPUEN3254__M000,2005,A01,2005 Annual,105.039, N/A, N/A, N/A
IPUEN3254__M000,2006,A01,2006 Annual,99.988, N/A, N/A, N/A
IPUEN3254__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3254__M000,2008,A01,2008 Annual,98.174, N/A, N/A, N/A
IPUEN3254__M000,2009,A01,2009 Annual,95.204, N/A, N/A, N/A
IPUEN3254__M000,2010,A01,2010 Annual,87.139, N/A, N/A, N/A
IPUEN3254__M000,2011,A01,2011 Annual,87.792, N/A, N/A, N/A
IPUEN3254__M000,2012,A01,2012 Annual,78.039, N/A, N/A, N/A
IPUEN3254__M000,2013,A01,2013 Annual,76.746, N/A, N/A, N/A
IPUEN3254__M000,2014,A01,2014 Annual,76.139, N/A, N/A, N/A
IPUEN3322__M000,1990,A01,1990 Annual,93.205, N/A, N/A, N/A
IPUEN3322__M000,1991,A01,1991 Annual,90.466, N/A, N/A, N/A
IPUEN3322__M000,1992,A01,1992 Annual,90.307, N/A, N/A, N/A
IPUEN3322__M000,1993,A01,1993 Annual,93.819, N/A, N/A, N/A
IPUEN3322__M000,1994,A01,1994 Annual,97.081, N/A, N/A, N/A
IPUEN3322__M000,1995,A01,1995 Annual,98.103, N/A, N/A, N/A
IPUEN3322__M000,1996,A01,1996 Annual,99.881, N/A, N/A, N/A
IPUEN3322__M000,1997,A01,1997 Annual,98.243, N/A, N/A, N/A
IPUEN3322__M000,1998,A01,1998 Annual,94.900, N/A, N/A, N/A
IPUEN3322__M000,1999,A01,1999 Annual,95.879, N/A, N/A, N/A
IPUEN3322__M000,2000,A01,2000 Annual,96.252, N/A, N/A, N/A
IPUEN3322__M000,2001,A01,2001 Annual,92.749, N/A, N/A, N/A
IPUEN3322__M000,2002,A01,2002 Annual,89.124, N/A, N/A, N/A
IPUEN3322__M000,2003,A01,2003 Annual,89.064, N/A, N/A, N/A
IPUEN3322__M000,2004,A01,2004 Annual,88.464, N/A, N/A, N/A
IPUEN3322__M000,2005,A01,2005 Annual,88.503, N/A, N/A, N/A
IPUEN3322__M000,2006,A01,2006 Annual,92.087, N/A, N/A, N/A
IPUEN3322__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3322__M000,2008,A01,2008 Annual,96.759, N/A, N/A, N/A
IPUEN3322__M000,2009,A01,2009 Annual,100.602, N/A, N/A, N/A
IPUEN3322__M000,2010,A01,2010 Annual,110.730, N/A, N/A, N/A
IPUEN3322__M000,2011,A01,2011 Annual,110.868, N/A, N/A, N/A
IPUEN3322__M000,2012,A01,2012 Annual,98.850, N/A, N/A, N/A
IPUEN3322__M000,2013,A01,2013 Annual,97.047, N/A, N/A, N/A
IPUEN3322__M000,2014,A01,2014 Annual,97.723, N/A, N/A, N/A
IPUEN3149__M000,1990,A01,1990 Annual,91.377, N/A, N/A, N/A
IPUEN3149__M000,1991,A01,1991 Annual,89.638, N/A, N/A, N/A
IPUEN3149__M000,1992,A01,1992 Annual,90.933, N/A, N/A, N/A
IPUEN3149__M000,1993,A01,1993 Annual,88.488, N/A, N/A, N/A
IPUEN3149__M000,1994,A01,1994 Annual,91.908, N/A, N/A, N/A
IPUEN3149__M000,1995,A01,1995 Annual,92.102, N/A, N/A, N/A
IPUEN3149__M000,1996,A01,1996 Annual,91.857, N/A, N/A, N/A
IPUEN3149__M000,1997,A01,1997 Annual,94.065, N/A, N/A, N/A
IPUEN3149__M000,1998,A01,1998 Annual,87.699, N/A, N/A, N/A
IPUEN3149__M000,1999,A01,1999 Annual,90.262, N/A, N/A, N/A
IPUEN3149__M000,2000,A01,2000 Annual,89.067, N/A, N/A, N/A
IPUEN3149__M000,2001,A01,2001 Annual,83.539, N/A, N/A, N/A
IPUEN3149__M000,2002,A01,2002 Annual,83.596, N/A, N/A, N/A
IPUEN3149__M000,2003,A01,2003 Annual,86.086, N/A, N/A, N/A
IPUEN3149__M000,2004,A01,2004 Annual,94.264, N/A, N/A, N/A
IPUEN3149__M000,2005,A01,2005 Annual,100.094, N/A, N/A, N/A
IPUEN3149__M000,2006,A01,2006 Annual,101.193, N/A, N/A, N/A
IPUEN3149__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3149__M000,2008,A01,2008 Annual,98.325, N/A, N/A, N/A
IPUEN3149__M000,2009,A01,2009 Annual,86.665, N/A, N/A, N/A
IPUEN3149__M000,2010,A01,2010 Annual,94.760, N/A, N/A, N/A
IPUEN3149__M000,2011,A01,2011 Annual,95.642, N/A, N/A, N/A
IPUEN3149__M000,2012,A01,2012 Annual,95.532, N/A, N/A, N/A
IPUEN3149__M000,2013,A01,2013 Annual,95.220, N/A, N/A, N/A
IPUEN3149__M000,2014,A01,2014 Annual,101.178, N/A, N/A, N/A
IPUEN3312__M000,1990,A01,1990 Annual,92.706, N/A, N/A, N/A
IPUEN3312__M000,1991,A01,1991 Annual,92.828, N/A, N/A, N/A
IPUEN3312__M000,1992,A01,1992 Annual,96.646, N/A, N/A, N/A
IPUEN3312__M000,1993,A01,1993 Annual,99.715, N/A, N/A, N/A
IPUEN3312__M000,1994,A01,1994 Annual,103.623, N/A, N/A, N/A
IPUEN3312__M000,1995,A01,1995 Annual,104.161, N/A, N/A, N/A
IPUEN3312__M000,1996,A01,1996 Annual,104.466, N/A, N/A, N/A
IPUEN3312__M000,1997,A01,1997 Annual,105.055, N/A, N/A, N/A
IPUEN3312__M000,1998,A01,1998 Annual,101.615, N/A, N/A, N/A
IPUEN3312__M000,1999,A01,1999 Annual,102.268, N/A, N/A, N/A
IPUEN3312__M000,2000,A01,2000 Annual,103.663, N/A, N/A, N/A
IPUEN3312__M000,2001,A01,2001 Annual,100.919, N/A, N/A, N/A
IPUEN3312__M000,2002,A01,2002 Annual,99.376, N/A, N/A, N/A
IPUEN3312__M000,2003,A01,2003 Annual,97.671, N/A, N/A, N/A
IPUEN3312__M000,2004,A01,2004 Annual,89.708, N/A, N/A, N/A
IPUEN3312__M000,2005,A01,2005 Annual,89.483, N/A, N/A, N/A
IPUEN3312__M000,2006,A01,2006 Annual,94.195, N/A, N/A, N/A
IPUEN3312__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3312__M000,2008,A01,2008 Annual,91.368, N/A, N/A, N/A
IPUEN3312__M000,2009,A01,2009 Annual,80.929, N/A, N/A, N/A
IPUEN3312__M000,2010,A01,2010 Annual,87.489, N/A, N/A, N/A
IPUEN3312__M000,2011,A01,2011 Annual,89.265, N/A, N/A, N/A
IPUEN3312__M000,2012,A01,2012 Annual,91.577, N/A, N/A, N/A
IPUEN3312__M000,2013,A01,2013 Annual,92.755, N/A, N/A, N/A
IPUEN3312__M000,2014,A01,2014 Annual,91.280, N/A, N/A, N/A
IPUEN3332__M000,1990,A01,1990 Annual,83.666, N/A, N/A, N/A
IPUEN3332__M000,1991,A01,1991 Annual,82.483, N/A, N/A, N/A
IPUEN3332__M000,1992,A01,1992 Annual,81.613, N/A, N/A, N/A
IPUEN3332__M000,1993,A01,1993 Annual,82.822, N/A, N/A, N/A
IPUEN3332__M000,1994,A01,1994 Annual,86.147, N/A, N/A, N/A
IPUEN3332__M000,1995,A01,1995 Annual,90.421, N/A, N/A, N/A
IPUEN3332__M000,1996,A01,1996 Annual,88.946, N/A, N/A, N/A
IPUEN3332__M000,1997,A01,1997 Annual,87.131, N/A, N/A, N/A
IPUEN3332__M000,1998,A01,1998 Annual,81.181, N/A, N/A, N/A
IPUEN3332__M000,1999,A01,1999 Annual,84.188, N/A, N/A, N/A
IPUEN3332__M000,2000,A01,2000 Annual,90.639, N/A, N/A, N/A
IPUEN3332__M000,2001,A01,2001 Annual,79.365, N/A, N/A, N/A
IPUEN3332__M000,2002,A01,2002 Annual,86.361, N/A, N/A, N/A
IPUEN3332__M000,2003,A01,2003 Annual,85.039, N/A, N/A, N/A
IPUEN3332__M000,2004,A01,2004 Annual,93.653, N/A, N/A, N/A
IPUEN3332__M000,2005,A01,2005 Annual,90.244, N/A, N/A, N/A
IPUEN3332__M000,2006,A01,2006 Annual,95.616, N/A, N/A, N/A
IPUEN3332__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3332__M000,2008,A01,2008 Annual,94.528, N/A, N/A, N/A
IPUEN3332__M000,2009,A01,2009 Annual,85.265, N/A, N/A, N/A
IPUEN3332__M000,2010,A01,2010 Annual,94.144, N/A, N/A, N/A
IPUEN3332__M000,2011,A01,2011 Annual,100.233, N/A, N/A, N/A
IPUEN3332__M000,2012,A01,2012 Annual,94.730, N/A, N/A, N/A
IPUEN3332__M000,2013,A01,2013 Annual,96.199, N/A, N/A, N/A
IPUEN3332__M000,2014,A01,2014 Annual,93.970, N/A, N/A, N/A
IPUEN3342__M000,1990,A01,1990 Annual,45.679, N/A, N/A, N/A
IPUEN3342__M000,1991,A01,1991 Annual,45.868, N/A, N/A, N/A
IPUEN3342__M000,1992,A01,1992 Annual,52.458, N/A, N/A, N/A
IPUEN3342__M000,1993,A01,1993 Annual,52.455, N/A, N/A, N/A
IPUEN3342__M000,1994,A01,1994 Annual,58.130, N/A, N/A, N/A
IPUEN3342__M000,1995,A01,1995 Annual,59.318, N/A, N/A, N/A
IPUEN3342__M000,1996,A01,1996 Annual,61.492, N/A, N/A, N/A
IPUEN3342__M000,1997,A01,1997 Annual,65.479, N/A, N/A, N/A
IPUEN3342__M000,1998,A01,1998 Annual,66.124, N/A, N/A, N/A
IPUEN3342__M000,1999,A01,1999 Annual,75.171, N/A, N/A, N/A
IPUEN3342__M000,2000,A01,2000 Annual,78.432, N/A, N/A, N/A
IPUEN3342__M000,2001,A01,2001 Annual,73.234, N/A, N/A, N/A
IPUEN3342__M000,2002,A01,2002 Annual,69.687, N/A, N/A, N/A
IPUEN3342__M000,2003,A01,2003 Annual,73.626, N/A, N/A, N/A
IPUEN3342__M000,2004,A01,2004 Annual,78.922, N/A, N/A, N/A
IPUEN3342__M000,2005,A01,2005 Annual,83.741, N/A, N/A, N/A
IPUEN3342__M000,2006,A01,2006 Annual,91.561, N/A, N/A, N/A
IPUEN3342__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3342__M000,2008,A01,2008 Annual,90.361, N/A, N/A, N/A
IPUEN3342__M000,2009,A01,2009 Annual,79.878, N/A, N/A, N/A
IPUEN3342__M000,2010,A01,2010 Annual,75.563, N/A, N/A, N/A
IPUEN3342__M000,2011,A01,2011 Annual,73.675, N/A, N/A, N/A
IPUEN3342__M000,2012,A01,2012 Annual,79.364, N/A, N/A, N/A
IPUEN3342__M000,2013,A01,2013 Annual,89.037, N/A, N/A, N/A
IPUEN3342__M000,2014,A01,2014 Annual,83.079, N/A, N/A, N/A
IPUEN3372__M000,1990,A01,1990 Annual,83.882, N/A, N/A, N/A
IPUEN3372__M000,1991,A01,1991 Annual,80.074, N/A, N/A, N/A
IPUEN3372__M000,1992,A01,1992 Annual,85.337, N/A, N/A, N/A
IPUEN3372__M000,1993,A01,1993 Annual,86.718, N/A, N/A, N/A
IPUEN3372__M000,1994,A01,1994 Annual,84.565, N/A, N/A, N/A
IPUEN3372__M000,1995,A01,1995 Annual,85.379, N/A, N/A, N/A
IPUEN3372__M000,1996,A01,1996 Annual,84.247, N/A, N/A, N/A
IPUEN3372__M000,1997,A01,1997 Annual,94.200, N/A, N/A, N/A
IPUEN3372__M000,1998,A01,1998 Annual,93.365, N/A, N/A, N/A
IPUEN3372__M000,1999,A01,1999 Annual,92.781, N/A, N/A, N/A
IPUEN3372__M000,2000,A01,2000 Annual,93.363, N/A, N/A, N/A
IPUEN3372__M000,2001,A01,2001 Annual,86.556, N/A, N/A, N/A
IPUEN3372__M000,2002,A01,2002 Annual,90.435, N/A, N/A, N/A
IPUEN3372__M000,2003,A01,2003 Annual,93.988, N/A, N/A, N/A
IPUEN3372__M000,2004,A01,2004 Annual,97.795, N/A, N/A, N/A
IPUEN3372__M000,2005,A01,2005 Annual,98.401, N/A, N/A, N/A
IPUEN3372__M000,2006,A01,2006 Annual,96.146, N/A, N/A, N/A
IPUEN3372__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3372__M000,2008,A01,2008 Annual,98.973, N/A, N/A, N/A
IPUEN3372__M000,2009,A01,2009 Annual,83.659, N/A, N/A, N/A
IPUEN3372__M000,2010,A01,2010 Annual,87.759, N/A, N/A, N/A
IPUEN3372__M000,2011,A01,2011 Annual,94.103, N/A, N/A, N/A
IPUEN3372__M000,2012,A01,2012 Annual,97.480, N/A, N/A, N/A
IPUEN3372__M000,2013,A01,2013 Annual,91.855, N/A, N/A, N/A
IPUEN3372__M000,2014,A01,2014 Annual,92.065, N/A, N/A, N/A
IPUEN3365__M000,1990,A01,1990 Annual,95.008, N/A, N/A, N/A
IPUEN3365__M000,1991,A01,1991 Annual,92.783, N/A, N/A, N/A
IPUEN3365__M000,1992,A01,1992 Annual,92.529, N/A, N/A, N/A
IPUEN3365__M000,1993,A01,1993 Annual,93.465, N/A, N/A, N/A
IPUEN3365__M000,1994,A01,1994 Annual,92.937, N/A, N/A, N/A
IPUEN3365__M000,1995,A01,1995 Annual,88.505, N/A, N/A, N/A
IPUEN3365__M000,1996,A01,1996 Annual,90.661, N/A, N/A, N/A
IPUEN3365__M000,1997,A01,1997 Annual,100.355, N/A, N/A, N/A
IPUEN3365__M000,1998,A01,1998 Annual,103.747, N/A, N/A, N/A
IPUEN3365__M000,1999,A01,1999 Annual,109.786, N/A, N/A, N/A
IPUEN3365__M000,2000,A01,2000 Annual,112.613, N/A, N/A, N/A
IPUEN3365__M000,2001,A01,2001 Annual,112.747, N/A, N/A, N/A
IPUEN3365__M000,2002,A01,2002 Annual,120.340, N/A, N/A, N/A
IPUEN3365__M000,2003,A01,2003 Annual,108.935, N/A, N/A, N/A
IPUEN3365__M000,2004,A01,2004 Annual,110.410, N/A, N/A, N/A
IPUEN3365__M000,2005,A01,2005 Annual,102.401, N/A, N/A, N/A
IPUEN3365__M000,2006,A01,2006 Annual,105.575, N/A, N/A, N/A
IPUEN3365__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3365__M000,2008,A01,2008 Annual,110.093, N/A, N/A, N/A
IPUEN3365__M000,2009,A01,2009 Annual,100.894, N/A, N/A, N/A
IPUEN3365__M000,2010,A01,2010 Annual,109.383, N/A, N/A, N/A
IPUEN3365__M000,2011,A01,2011 Annual,117.163, N/A, N/A, N/A
IPUEN3365__M000,2012,A01,2012 Annual,110.347, N/A, N/A, N/A
IPUEN3365__M000,2013,A01,2013 Annual,113.450, N/A, N/A, N/A
IPUEN3365__M000,2014,A01,2014 Annual,111.698, N/A, N/A, N/A
IPUEN3122__M000,1990,A01,1990 Annual,99.666, N/A, N/A, N/A
IPUEN3122__M000,1991,A01,1991 Annual,93.085, N/A, N/A, N/A
IPUEN3122__M000,1992,A01,1992 Annual,91.048, N/A, N/A, N/A
IPUEN3122__M000,1993,A01,1993 Annual,77.776, N/A, N/A, N/A
IPUEN3122__M000,1994,A01,1994 Annual,96.617, N/A, N/A, N/A
IPUEN3122__M000,1995,A01,1995 Annual,107.073, N/A, N/A, N/A
IPUEN3122__M000,1996,A01,1996 Annual,107.941, N/A, N/A, N/A
IPUEN3122__M000,1997,A01,1997 Annual,104.493, N/A, N/A, N/A
IPUEN3122__M000,1998,A01,1998 Annual,107.023, N/A, N/A, N/A
IPUEN3122__M000,1999,A01,1999 Annual,100.789, N/A, N/A, N/A
IPUEN3122__M000,2000,A01,2000 Annual,109.883, N/A, N/A, N/A
IPUEN3122__M000,2001,A01,2001 Annual,115.549, N/A, N/A, N/A
IPUEN3122__M000,2002,A01,2002 Annual,87.581, N/A, N/A, N/A
IPUEN3122__M000,2003,A01,2003 Annual,94.536, N/A, N/A, N/A
IPUEN3122__M000,2004,A01,2004 Annual,96.178, N/A, N/A, N/A
IPUEN3122__M000,2005,A01,2005 Annual,104.995, N/A, N/A, N/A
IPUEN3122__M000,2006,A01,2006 Annual,105.363, N/A, N/A, N/A
IPUEN3122__M000,2007,A01,2007 Annual,100.000, N/A, N/A, N/A
IPUEN3122__M000,2008,A01,2008 Annual,94.237, N/A, N/A, N/A
IPUEN3122__M000,2009,A01,2009 Annual,86.641, N/A, N/A, N/A
IPUEN3122__M000,2010,A01,2010 Annual,88.598, N/A, N/A, N/A
IPUEN3122__M000,2011,A01,2011 Annual,86.461, N/A, N/A, N/A
IPUEN3122__M000,2012,A01,2012 Annual,84.182, N/A, N/A, N/A
IPUEN3122__M000,2013,A01,2013 Annual,81.797, N/A, N/A, N/A
IPUEN3122__M000,2014,A01,2014 Annual,73.870, N/A, N/A, N/A
IPUEN3119__M000,1990,A01,1990 Annual,87.437, N/A, N/A, N/A
IPUEN3119__M000,1991,A01,1991 Annual,84.958, N/A, N/A, N/A
IPUEN3119__M000,1992,A01,1992 Annual,88.294, N/A, N/A, N/A
IPUEN3119__M000,1993,A01,1993 Annual,93.647, N/A, N/A, N/A
IPUEN3119__M000,1994,A01,1994 Annual,91.043, N/A, N/A, N/A
IPUEN3119__M000,1995,A01,1995 Annual,91.979, N/A, N/A, N/A
IPUEN3119__M000,1996,A01,1996 Annual,94.078, N/A, N/A, N/A
IPUEN3119__M000,1997,A01,1997 Annual,87.647, N/A, N/A, N/A
IPUEN3119__M000,1998,A01,1998 Annual,89.053, N/A, N/A, N/A
IPUEN3119__M000,1999,A01,1999 Annual,87.346, N/A, N/A, N/A
IPUEN3119__M000,2000,A01,2000 Annual,89.272, N/A, N/A, N/A
IPUEN3119__M000,2001,A01,2001 Annual,88.834, N/A, N/A, N/A
IPUEN3119__M000,2002,A01,2002 Annual,92.731, N/A, N/A, N/A
