1990,82.625
1991,82.28
1992,85.037
1993,84.688
1994,85.141
1995,84.713
1996,86.244
1997,87.207
1998,88.454
1999,90.113
2000,91.659
2001,92.155
2002,94.163
2003,96.53
2004,99.084
2005,100.6
2006,101.006
2007,101.422
2008,100.233
2009,100.0
2010,102.886
2011,103.088
2012,103.749
2013,104.295
2014,104.931
2015,105.498
2016,105.419
