year,industry,Industry-relevant restriction count (Industry Regulation Index),Industry-relevant words
1970,1112,54.24253252586652,4359.37744385768
1970,1113,155.28309501389472,9335.992340185192
1970,1114,141.36316033628256,23703.446679718698
1970,1121,2807.359941733102,226575.23782863686
1970,1122,133.86935503529168,13077.7561267623
1970,1123,427.67703723751873,24916.030050244044
1970,1129,306.55756220083885,18297.572154285008
1970,1132,72.28062217391332,26086.37557989638
1970,1133,46.404546136369824,12610.871759334723
1970,1141,812.4659645483199,50234.19515869101
1970,1151,1473.2572635316492,86501.72353612646
1970,1152,10.860147494956793,810.1670240226648
1970,1153,4.6621988113199215,323.6875183006534
1970,2111,2054.397991774309,124477.03197328052
1970,2131,2799.2862894301616,261654.98245295175
1970,2211,975.1708711265198,72248.22586369405
1970,2212,46.014303921820805,5327.432515232865
1970,2372,26.435242980336927,3429.01226204562
1970,2379,49.81074672986415,3220.4800495096893
1970,2382,1639.2832563180887,187111.84554459984
1970,3111,22.440904185124996,1822.2678157187513
1970,3112,1062.2487767486148,65878.01971251829
1970,3116,1183.2219263531106,65790.54967448453
1970,3121,10.674634933878519,915.3797836548463
1970,3132,30.997909411727647,2920.6468152881334
1970,3133,30.997909411727647,2920.6468152881334
1970,3141,4.070899654265482,339.5147460702147
1970,3211,28.223577342628307,3865.4142309955764
1970,3221,6.410107778805706,620.2069936326211
1970,3241,422.21925874553364,43188.02411224633
1970,3251,106.0029116055465,14291.329136301652
1970,3253,2442.5728725461095,231207.6347097615
1970,3254,5576.202437085092,537408.6912269454
1970,3255,7.433938285527921,889.0685866556747
1970,3273,12.192712259422844,1363.573619535599
1970,3274,12.972513268277714,926.8721635844429
1970,3313,1.8667293340053108,152.52655469503858
1970,3333,18.280351493851903,1292.8470062936633
1970,3334,13.522939776758365,996.7972650430438
1970,3336,20.696224252054343,1227.1235106661775
1970,3339,6.0252206789243585,465.08717573215966
1970,3345,1131.074722680185,129995.9373742351
1970,3351,89.37249564453954,5260.963076735905
1970,3352,11.91583504241932,784.5551710111681
1970,3353,15.081539573642353,1091.6611830337456
1970,3361,83.35440183827414,5563.8727242015375
1970,3362,105.66988957143356,8048.4037255136545
1970,3363,75.44030752484967,6426.2587997951
1970,3366,316.7638106452758,27327.50700141644
1970,3391,2585.0458081281204,276665.8795299892
1970,4232,104.13620102319338,7808.687086158146
1970,4236,4.5794454986487105,415.7583768476394
