1970,696.2726655457828,57467.15469878757
1971,828.9538487123052,66330.91318996443
1972,867.6978587631165,70102.64772221138
1973,947.5308630787694,77512.28263576068
1974,999.3768780961066,81422.52679067169
1975,1015.1244855058416,83701.47013832937
1976,1059.169840176606,88121.79734473837
1977,1099.1710211512734,92276.6575425254
1978,1110.8004781455336,91717.6937675696
1979,1189.3901397054963,100238.77638962469
1980,1244.4978301854392,103828.47373329973
1981,1289.9843282438483,109327.89732964383
1982,1267.8284507231267,107966.48253919254
1983,1264.8372834372522,108452.61349315196
1984,1288.2569323971281,110825.05326799526
1985,1221.1886312068943,107678.01320312131
1986,1274.3243564355316,113024.17660472586
1987,1320.1781563593042,117773.38346569349
1988,1415.8581623950784,126207.21739122168
1989,1474.4323909822795,130593.27160914062
1990,1576.6434292294084,140686.07090017188
1991,1671.447202038577,150075.2715275728
1992,1694.7830120111646,152615.01719051207
1993,1785.4399082512332,160625.94632101187
1994,1911.0704285196618,170870.6630381438
1995,1929.2517631726332,169702.8742697132
1996,1861.7580642202008,162689.27434087652
1997,2025.181799221921,172314.43881006347
1998,2119.233906459372,180201.13957645674
1999,2178.316521129897,185300.71935346915
2000,2245.008268936304,192559.8816084351
2001,2271.2008158060135,196185.1441009594
2002,2240.9219392023397,193339.82581592404
2003,2283.631950251765,198667.26475823132
2004,2354.2787523026104,207222.59211210362
2005,2405.3308857759353,212192.10143170573
2006,2483.062775353241,221302.48692443606
2007,2540.446629337928,228934.12773134152
2008,2706.9401960156897,242515.4559841866
2009,2843.9911291061567,254923.96188967177
2010,2957.45340481401,264684.8621932797
2011,3033.926741420998,270149.6777388204
2012,3197.5065980921727,284860.83322103496
2013,3215.5482172598495,286635.39122394193
2014,3357.282140759468,299763.5404824784
2015,0.0,0.0
2016,0.0,0.0
2017,0.0,0.0
2018,0.0,0.0
2019,0.0,0.0
